309;3;5735;Mon Apr 29 2019 21:43:20 GMT+0200 (Central European Summer Time);32h 56min;59.50;57.00
308;8;5735;Fri May 17 2019 11:22:03 GMT+0200 (Central European Summer Time);31h 45min;62.00;51.30
308;6;5735;Fri May 17 2019 11:32:15 GMT+0200 (Central European Summer Time);31h 50min;59.70;52.00
301;1;5735;Fri May 10 2019 02:20:15 GMT+0200 (Central European Summer Time);31h 45min;61.60;55.00
301;1;5735;Fri May 17 2019 07:50:43 GMT+0200 (Central European Summer Time);31h 45min;59.60;50.90
301;1;5735;Fri May 24 2019 23:25:18 GMT+0200 (Central European Summer Time);31h 47min;60.60;50.00
301;10;5734;Mon May 13 2019 08:58:07 GMT+0200 (Central European Summer Time);30h 25min;63.20;56.50
301;10;5735;Mon May 20 2019 00:15:45 GMT+0200 (Central European Summer Time);31h 45min;64.00;52.20
301;10;5735;Fri May 10 2019 01:34:25 GMT+0200 (Central European Summer Time);31h 45min;64.40;54.10
301;10;5735;Fri May 17 2019 07:04:57 GMT+0200 (Central European Summer Time);31h 45min;64.10;52.00
301;10;5735;Tue May 21 2019 14:43:50 GMT+0200 (Central European Summer Time);31h 45min;64.40;52.50
301;10;5735;Fri May 24 2019 22:39:29 GMT+0200 (Central European Summer Time);31h 46min;62.70;52.00
309;4;5735;Thu May 16 2019 01:05:12 GMT+0200 (Central European Summer Time);31h 47min;60.20;54.10
309;4;5735;Mon May 20 2019 05:21:53 GMT+0200 (Central European Summer Time);31h 46min;58.80;53.50
309;4;5735;Mon May 06 2019 09:53:00 GMT+0200 (Central European Summer Time);31h 46min;61.80;56.30
309;4;5735;Tue May 21 2019 18:26:25 GMT+0200 (Central European Summer Time);31h 46min;58.70;52.90
309;4;5735;Mon Apr 29 2019 21:38:13 GMT+0200 (Central European Summer Time);33h 8min;59.50;57.10
309;5;5735;Thu May 16 2019 01:00:06 GMT+0200 (Central European Summer Time);31h 47min;62.70;55.30
309;5;5735;Mon May 20 2019 05:16:47 GMT+0200 (Central European Summer Time);31h 45min;58.30;53.90
309;5;5735;Mon May 06 2019 09:47:54 GMT+0200 (Central European Summer Time);31h 45min;62.00;56.40
309;5;5735;Fri May 17 2019 15:11:51 GMT+0200 (Central European Summer Time);31h 45min;61.20;52.10
309;5;5735;Tue May 21 2019 18:21:20 GMT+0200 (Central European Summer Time);31h 45min;60.60;53.30
309;5;5735;Mon Apr 29 2019 21:33:07 GMT+0200 (Central European Summer Time);32h 51min;57.80;57.10
309;6;5735;Thu May 16 2019 00:55:01 GMT+0200 (Central European Summer Time);31h 48min;57.70;49.70
309;6;5735;Mon May 20 2019 05:11:42 GMT+0200 (Central European Summer Time);31h 44min;57.30;49.60
309;6;5735;Mon May 06 2019 09:42:47 GMT+0200 (Central European Summer Time);31h 47min;57.20;54.00
309;6;5735;Fri May 17 2019 15:06:46 GMT+0200 (Central European Summer Time);31h 47min;58.20;48.80
309;6;5735;Tue May 21 2019 18:16:14 GMT+0200 (Central European Summer Time);31h 47min;58.00;50.70
309;6;5735;Mon Apr 29 2019 21:28:06 GMT+0200 (Central European Summer Time);32h 6min;55.00;56.20
309;7;5735;Wed May 08 2019 01:16:20 GMT+0200 (Central European Summer Time);31h 45min;60.80;51.10
309;7;5735;Thu May 23 2019 08:54:29 GMT+0200 (Central European Summer Time);31h 45min;60.10;52.60
309;7;5735;Sat May 04 2019 09:58:55 GMT+0200 (Central European Summer Time);32h 51min;60.30;57.20
309;8;5735;Mon May 06 2019 09:32:37 GMT+0200 (Central European Summer Time);31h 44min;61.70;54.90
309;8;5735;Fri May 17 2019 14:56:35 GMT+0200 (Central European Summer Time);31h 45min;61.60;51.10
309;9;5735;Mon May 20 2019 04:56:23 GMT+0200 (Central European Summer Time);31h 45min;59.90;53.00
309;9;5735;Mon May 06 2019 09:27:27 GMT+0200 (Central European Summer Time);31h 45min;58.50;54.30
309;9;5735;Fri May 17 2019 14:51:30 GMT+0200 (Central European Summer Time);31h 45min;62.10;51.80
309;9;5735;Tue May 21 2019 18:00:55 GMT+0200 (Central European Summer Time);31h 45min;61.90;51.30
309;9;5735;Mon Apr 29 2019 21:12:45 GMT+0200 (Central European Summer Time);32h 28min;58.40;57.00
309;10;5735;Thu May 16 2019 00:34:37 GMT+0200 (Central European Summer Time);31h 46min;61.60;55.30
309;10;5735;Mon May 20 2019 04:51:15 GMT+0200 (Central European Summer Time);31h 45min;62.70;53.40
309;10;5735;Mon May 06 2019 09:22:19 GMT+0200 (Central European Summer Time);31h 45min;62.10;55.70
309;10;5735;Fri May 17 2019 14:46:25 GMT+0200 (Central European Summer Time);31h 45min;63.70;52.50
309;10;5735;Tue May 21 2019 17:55:50 GMT+0200 (Central European Summer Time);31h 45min;62.10;53.40
309;10;5735;Mon Apr 29 2019 21:07:40 GMT+0200 (Central European Summer Time);33h 45min;60.30;57.20
309;11;5735;Thu May 16 2019 00:29:32 GMT+0200 (Central European Summer Time);31h 46min;64.70;53.90
309;11;5735;Mon May 20 2019 04:46:10 GMT+0200 (Central European Summer Time);31h 45min;62.90;54.00
309;11;5735;Mon May 06 2019 09:17:15 GMT+0200 (Central European Summer Time);31h 45min;62.90;55.60
309;11;5735;Fri May 17 2019 14:41:20 GMT+0200 (Central European Summer Time);31h 45min;64.80;52.30
